prompt,reference,generated,self_loss,self_ppl,cond_loss,cond_ppl
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.16608688235282898,1.180675677147973
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.16402789950370789,1.1782471871459297
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No evidence of pneumonia or effusion.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.1751701533794403,1.1914489284274212
"Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",Stable exam with no interval change.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.20211084187030792,1.223983669231877
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.16347064077854156,1.1775907815313544
"Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Diffuse interstitial markings are present, likely representing pulmonary edema.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.16301243007183075,1.1770513204299977
"Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema.",No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.17890077829360962,1.1959020788359547
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema.",No evidence of pneumonia or effusion.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.18052589893341064,1.197847144042179
"Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.15897917747497559,1.1723135358986339
"Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",No evidence of pneumonia or effusion.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.18095695972442627,1.1983636002836264
"Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.1583801954984665,1.1716115514788086
Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.17966535687446594,1.196816789589799
Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.,Stable exam with no interval change.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.2052755355834961,1.2278633383992525
"Endotracheal tube is appropriately positioned. No acute osseous abnormality. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema.",Mild pulmonary edema.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.291500061750412,1.3384337161392876
Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease.,No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.15442773699760437,1.1669899448132668
"Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.16387271881103516,1.178064360117268
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.20559276640415192,1.228252916283535
Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.18992288410663605,1.2091563488897554
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.16360585391521454,1.1777500180398337
Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.,No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.1633267104625702,1.177421302714946
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.1607746034860611,1.1744202287537886
There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.15618783235549927,1.1690457670887306
"Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Heart size is within normal limits. Lungs are clear without focal consolidation.",No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.17852377891540527,1.1954513094710644
"Heart size is within normal limits. Lungs are clear without focal consolidation. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.18484510481357574,1.203032081816478
"Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",Mild pulmonary edema.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.2959412932395935,1.3443912296614837
"Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.16376492381095886,1.177937377513647
"Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease.",No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.1807231456041336,1.198083438706778
"Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No evidence of pneumonia or effusion.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.1798304319381714,1.1970143705049767
"Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",Stable exam with no interval change.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.20440241694450378,1.2267917359184874
Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation.,Mild pulmonary edema.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.3048001527786255,1.3563539123581847
Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.,Stable exam with no interval change.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.20771852135658264,1.2308666581062189
"Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Diffuse interstitial markings are present, likely representing pulmonary edema.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.18683786690235138,1.205431828808981
"Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.20222069323062897,1.2241181328883255
Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation.,Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.18796764314174652,1.2067944666403638
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation.",Bibasilar atelectasis without consolidation.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.18635058403015137,1.204844585613593
"Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.18653059005737305,1.2050614844218295
"Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation.",Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.20349465310573578,1.2256786040497885
"Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",Bibasilar atelectasis without consolidation.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.18653461337089539,1.2050663327717481
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.16070054471492767,1.1743332558554456
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.166012704372406,1.180588100258886
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema.",Stable exam with no interval change.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.2044297307729721,1.2268252447551538
"Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.1877131313085556,1.2064873622508827
There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,Bibasilar atelectasis without consolidation.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.19026443362236023,1.2095694061908986
Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.1863032579421997,1.2047875663820253
Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.810154676437378,16.612487580466652,0.15107378363609314,1.163082471369787
"Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. Stable postoperative changes are noted. No new focal airspace disease.",Bibasilar atelectasis without consolidation.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.18720652163028717,1.2058762988748375
Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.,No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,3.020319938659668,20.49784868945305,0.15885287523269653,1.1721654794205252
