prompt,reference,generated,self_loss,self_ppl,cond_loss,cond_ppl
Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation.,Bibasilar atelectasis without consolidation.,Stable exam with no interval change.,2.5864577293395996,13.282637474541778,0.662404477596283,1.9394500967220591
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema.",No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.6620829701423645,1.9388266492863293
Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.,No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5253102779388428,1.6909834418469463
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.1964818835258484,1.217113270877349
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.25387731194496155,1.2890136479886698
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5800445079803467,1.7861179254825095
"Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.6663753986358643,1.9471668110080105
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.2256527543067932,1.2531404420963712
"Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Diffuse interstitial markings are present, likely representing pulmonary edema.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.3163023889064789,1.3720450841157406
"Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema.",No evidence of pneumonia or effusion.,Stable exam with no interval change.,2.5864577293395996,13.282637474541778,0.6959710121154785,2.0056556446467897
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema.",No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.631335973739624,1.8801206940418504
"Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.2713077664375305,1.3116786989500997
"Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",No evidence of pneumonia or effusion.,Stable exam with no interval change.,2.5864577293395996,13.282637474541778,0.69328373670578,2.000273130940099
"Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.27726876735687256,1.3195209675436257
Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5187777280807495,1.6799730104549764
Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.,Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.763068675994873,2.1448479755414804
"Endotracheal tube is appropriately positioned. No acute osseous abnormality. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema.",Mild pulmonary edema.,Stable exam with no interval change.,2.5864577293395996,13.282637474541778,0.6082119345664978,1.83714352735536
Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease.,No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.31753793358802795,1.3737413548155963
"Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.2835851311683655,1.3278819196414797
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.6749237775802612,1.9638832783292026
Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.41419491171836853,1.513152029205667
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.2708413600921631,1.3110670663275819
Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.,No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.20713715255260468,1.2301512785991526
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.25982964038848877,1.2967091609789916
There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,No acute cardiopulmonary abnormality.,No evidence of pneumonia or effusion.,2.5352284908294678,12.61931391615106,0.31139934062957764,1.3653343458109517
"Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Heart size is within normal limits. Lungs are clear without focal consolidation.",No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5014753341674805,1.651155480718522
"Heart size is within normal limits. Lungs are clear without focal consolidation. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5165941119194031,1.676308596531502
"Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",Mild pulmonary edema.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.47326740622520447,1.6052305742379336
"Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.28009769320487976,1.3232590794434322
"Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease.",No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5186142921447754,1.6796984649295148
"Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No evidence of pneumonia or effusion.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5713077783584595,1.7705810655945957
"Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.7198224067687988,2.0540683896075547
Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation.,Mild pulmonary edema.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.4857916831970215,1.625461350027918
Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.,Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5470203757286072,1.7280962615202882
"Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Diffuse interstitial markings are present, likely representing pulmonary edema.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5439740419387817,1.7228399138464865
"Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality.",Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.6887235641479492,1.9911723067357114
Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation.,Bibasilar atelectasis without consolidation.,Mild pulmonary edema.,1.7908605337142944,5.9946088104463575,0.7540696859359741,2.125633096854028
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.49876803159713745,1.6466913488460326
"Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.44922739267349243,1.5671009639649707
"Diffuse interstitial markings are present, likely representing pulmonary edema. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation.",Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.6418315172195435,1.8999574994649304
"Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema. Heart size is within normal limits. Lungs are clear without focal consolidation. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5340812802314758,1.705880296162141
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Heart size is within normal limits. Lungs are clear without focal consolidation.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.29608726501464844,1.344587487159325
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.",No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.2522548735141754,1.2869239983307044
"There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema. Diffuse interstitial markings are present, likely representing pulmonary edema.",Stable exam with no interval change.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.7051908373832703,2.0242329473833247
"Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Diffuse interstitial markings are present, likely representing pulmonary edema.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.43182629346847534,1.5400675721285455
There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.6252039074897766,1.86862694561754
Heart size is within normal limits. Lungs are clear without focal consolidation. Heart size is within normal limits. Lungs are clear without focal consolidation. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5310449600219727,1.7007085528515715
Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Endotracheal tube is appropriately positioned. No acute osseous abnormality.,No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.2940705716609955,1.3418785989271118
"Diffuse interstitial markings are present, likely representing pulmonary edema. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Endotracheal tube is appropriately positioned. No acute osseous abnormality. Heart size is within normal limits. Lungs are clear without focal consolidation. Stable postoperative changes are noted. No new focal airspace disease.",Bibasilar atelectasis without consolidation.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.5183619260787964,1.6792746195202384
Stable postoperative changes are noted. No new focal airspace disease. Endotracheal tube is appropriately positioned. No acute osseous abnormality. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax. Stable postoperative changes are noted. No new focal airspace disease. There is mild bibasilar atelectasis. No pleural effusion or pneumothorax.,No acute cardiopulmonary abnormality.,No acute cardiopulmonary abnormality.,2.316103935241699,10.136106349728843,0.26610273122787476,1.3048691026066883
